instant,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,user_activity_level,user_type,income_level,zone_type,user_satisfaction,bike_infrastructure_score,air_pollution_index,public_transport_access,user_activity_level_encoded,user_type_encoded,zone_type_encoded
182.0,1.0,0.1020408163265306,0.1212,0.36,0.298224991183731,0.0,28.0,28.0,élevé,frequent,72945,commercial,3,9,10,7,2,0,0
183.0,1.0,0.1020408163265306,0.1061,0.39,0.4210650052897614,2.0,35.0,37.0,faible,frequent,85823,residentiel,5,9,30,6,0,0,1
184.0,1.0,0.1020408163265306,0.1061,0.36,0.4562125308569413,1.0,33.0,34.0,faible,frequent,96126,commercial,4,9,30,4,0,0,0
185.0,1.0,0.0816326530612245,0.0606,0.39,0.5263900317385682,0.0,22.0,22.0,faible,occasionnel,45440,residentiel,1,3,32,4,0,1,1
186.0,1.0,0.0816326530612245,0.0758,0.42,0.4562125308569413,1.0,24.0,25.0,moyen,occasionnel,20482,residentiel,2,5,92,1,1,1,1
187.0,1.0,0.0816326530612245,0.0606,0.42,0.5439050193957917,0.0,12.0,12.0,élevé,occasionnel,71989,residentiel,1,5,36,3,2,1,1
188.0,1.0,0.0816326530612245,0.0606,0.46,0.5439050193957917,0.0,11.0,11.0,élevé,frequent,94192,residentiel,1,5,74,7,2,0,1
189.0,1.0,0.0816326530612245,0.0758,0.46,0.4912425061713882,0.0,4.0,4.0,faible,frequent,39504,residentiel,5,8,69,2,0,0,1
190.0,1.0,0.0612244897959183,0.0909,0.53,0.2280474903021041,0.0,1.0,1.0,faible,frequent,36160,residentiel,3,10,24,10,0,0,1
191.0,1.0,0.0612244897959183,0.0909,0.53,0.2280474903021041,0.0,1.0,1.0,moyen,frequent,25384,residentiel,1,8,42,3,1,0,1
192.0,1.0,0.0816326530612245,0.0909,0.49,0.333372516750911,0.0,1.0,1.0,élevé,frequent,73111,commercial,4,6,27,1,2,0,0
193.0,1.0,0.0612244897959183,0.0909,0.53,0.2280474903021041,1.0,5.0,6.0,faible,frequent,78766,residentiel,4,9,70,9,0,0,1
194.0,1.0,0.0816326530612245,0.0909,0.49,0.333372516750911,0.0,10.0,10.0,moyen,occasionnel,83147,residentiel,4,2,83,3,1,1,1
195.0,1.0,0.1020408163265306,0.0758,0.46,0.6140825202774186,0.0,19.0,19.0,moyen,frequent,31934,commercial,3,4,40,8,1,0,0
196.0,1.0,0.1224489795918367,0.1061,0.43,0.4562125308569413,0.0,49.0,49.0,élevé,frequent,94615,commercial,2,5,8,3,2,0,0
197.0,1.0,0.1428571428571428,0.1212,0.4,0.6140825202774186,2.0,47.0,49.0,moyen,occasionnel,52146,residentiel,1,4,80,5,1,1,1
198.0,1.0,0.163265306122449,0.1364,0.37,0.5263900317385682,4.0,79.0,83.0,moyen,occasionnel,67726,residentiel,4,5,95,6,1,1,1
199.0,1.0,0.1836734693877551,0.1667,0.34,0.5263900317385682,6.0,69.0,75.0,élevé,occasionnel,68738,commercial,3,2,41,10,2,1,0
200.0,1.0,0.2040816326530612,0.1818,0.32,0.5439050193957917,8.0,64.0,72.0,moyen,frequent,56005,residentiel,3,3,50,10,1,0,1
201.0,1.0,0.2040816326530612,0.197,0.35,0.4210650052897614,5.0,77.0,82.0,élevé,frequent,85322,residentiel,2,5,59,7,2,0,1
201.0,1.0,0.1836734693877551,0.1667,0.34,0.5263900317385682,13.0,79.0,92.0,élevé,frequent,74255,residentiel,3,4,27,2,2,0,1
203.0,1.0,0.163265306122449,0.1515,0.37,0.4562125308569413,3.0,59.0,62.0,faible,occasionnel,85345,commercial,4,6,43,5,0,1,0
204.0,1.0,0.1428571428571428,0.1364,0.4,0.3860350299753144,4.0,44.0,48.0,moyen,occasionnel,65683,residentiel,5,5,16,4,1,1,1
205.0,1.0,0.1428571428571428,0.1364,0.43,0.3860350299753144,1.0,40.0,41.0,moyen,frequent,31171,residentiel,2,10,22,6,1,0,1
206.0,1.0,0.1224489795918367,0.1212,0.46,0.298224991183731,0.0,38.0,38.0,élevé,occasionnel,75177,commercial,3,3,30,9,2,1,0
207.0,1.0,0.1224489795918367,0.1061,0.46,0.4912425061713882,1.0,19.0,20.0,élevé,occasionnel,79462,residentiel,2,2,68,10,2,1,1
208.0,1.0,0.1224489795918367,0.1212,0.46,0.3508875044081345,5.0,10.0,15.0,élevé,frequent,62222,residentiel,2,4,7,10,2,0,1
209.0,1.0,0.1020408163265306,0.1364,0.5,0.2280474903021041,0.0,6.0,6.0,faible,occasionnel,36891,commercial,4,9,22,4,0,1,0
210.0,1.0,0.1020408163265306,0.1212,0.5,0.333372516750911,2.0,3.0,5.0,faible,occasionnel,96696,residentiel,1,10,52,10,0,1,1
211.0,1.0,0.1020408163265306,0.1212,0.5,0.333372516750911,1.0,0.0,1.0,moyen,occasionnel,85467,commercial,5,4,71,7,1,1,0
212.0,1.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,0.0,3.0,3.0,moyen,frequent,93600,residentiel,5,9,37,7,1,0,1
213.0,1.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,0.0,1.0,1.0,moyen,frequent,89051,commercial,2,5,58,3,1,0,0
214.0,1.0,0.0816326530612245,0.1212,0.54,0.1578699894204772,1.0,2.0,3.0,élevé,frequent,37031,commercial,3,10,39,5,2,0,0
215.0,1.0,0.0816326530612245,0.1061,0.54,0.298224991183731,0.0,3.0,3.0,moyen,frequent,44054,commercial,1,5,97,6,1,0,0
216.0,1.0,0.1020408163265306,0.1212,0.5,0.333372516750911,0.0,31.0,31.0,élevé,frequent,90523,residentiel,3,10,31,7,2,0,1
217.0,1.0,0.1020408163265306,0.1212,0.5,0.2631950158692841,2.0,75.0,77.0,moyen,occasionnel,86136,commercial,5,8,61,4,1,1,0
218.0,2.0,0.1020408163265306,0.1212,0.5,0.333372516750911,4.0,184.0,188.0,élevé,occasionnel,37221,commercial,1,2,87,2,2,1,0
219.0,2.0,0.1224489795918367,0.1212,0.5,0.298224991183731,2.0,92.0,94.0,élevé,occasionnel,66665,residentiel,3,4,47,10,2,1,1
220.0,2.0,0.1224489795918367,0.1212,0.5,0.3508875044081345,0.0,31.0,31.0,élevé,occasionnel,89456,commercial,1,1,100,9,2,1,0
221.0,2.0,0.1428571428571428,0.1364,0.47,0.333372516750911,2.0,28.0,30.0,élevé,occasionnel,48361,residentiel,5,2,2,6,2,1,1
222.0,2.0,0.1836734693877551,0.1818,0.4,0.333372516750911,5.0,47.0,52.0,élevé,occasionnel,44392,commercial,3,5,50,3,2,1,0
223.0,2.0,0.1836734693877551,0.1818,0.4,0.333372516750911,4.0,50.0,54.0,faible,frequent,86673,residentiel,1,7,64,7,0,0,1
224.0,2.0,0.1836734693877551,0.197,0.4,0.2631950158692841,0.0,47.0,47.0,faible,occasionnel,91017,commercial,5,7,64,6,0,1,0
225.0,2.0,0.1836734693877551,0.197,0.4,0.2631950158692841,2.0,43.0,45.0,élevé,occasionnel,37548,commercial,3,2,98,3,2,1,0
226.0,1.0,0.1836734693877551,0.2121,0.4,0.1578699894204772,4.0,70.0,74.0,moyen,occasionnel,48225,commercial,3,1,1,7,1,1,0
227.0,1.0,0.1836734693877551,0.2273,0.4,0.1228400141060303,4.0,174.0,178.0,faible,frequent,32261,residentiel,1,10,18,1,0,0,1
228.0,1.0,0.1836734693877551,0.197,0.4,0.2631950158692841,1.0,154.0,155.0,moyen,frequent,74703,commercial,3,1,91,3,1,0,0
229.0,1.0,0.1428571428571428,0.1667,0.47,0.1930175149876572,3.0,92.0,95.0,élevé,frequent,98954,commercial,1,7,4,1,2,0,0
229.0,1.0,0.1428571428571428,0.1667,0.5,0.1930175149876572,1.0,73.0,74.0,moyen,occasionnel,44499,commercial,2,7,91,6,1,1,0
231.0,1.0,0.1224489795918367,0.1364,0.59,0.2280474903021041,1.0,37.0,38.0,élevé,frequent,76480,residentiel,4,5,18,7,2,0,1
232.0,1.0,0.1224489795918367,0.1515,0.59,0.1930175149876572,2.0,22.0,24.0,faible,occasionnel,95788,commercial,5,8,49,10,0,1,0
233.0,1.0,0.1224489795918367,0.1515,0.59,0.1930175149876572,0.0,18.0,18.0,élevé,occasionnel,87703,residentiel,3,2,35,8,2,1,1
234.0,1.0,0.1224489795918367,0.1667,0.59,0.1228400141060303,2.0,10.0,12.0,élevé,frequent,81378,residentiel,2,5,11,1,2,0,1
235.0,1.0,0.1224489795918367,0.1515,0.59,0.1930175149876572,0.0,3.0,3.0,faible,frequent,54481,residentiel,4,10,40,5,0,0,1
236.0,2.0,0.1428571428571428,0.1515,0.55,0.2280474903021041,0.0,3.0,3.0,élevé,occasionnel,64555,commercial,1,4,10,4,2,1,0
237.0,2.0,0.1428571428571428,0.1818,0.55,0.1578699894204772,0.0,6.0,6.0,élevé,frequent,92948,residentiel,4,5,50,10,2,0,1
238.0,2.0,0.1428571428571428,0.1818,0.55,0.1578699894204772,0.0,27.0,27.0,moyen,frequent,92312,commercial,1,6,19,8,1,0,0
239.0,2.0,0.1428571428571428,0.2273,0.55,0.0,2.0,97.0,99.0,élevé,occasionnel,98617,residentiel,2,10,32,2,2,1,1
240.0,2.0,0.163265306122449,0.2121,0.51,0.1053250264488068,3.0,214.0,217.0,élevé,occasionnel,69518,residentiel,4,4,16,6,2,1,1
241.0,2.0,0.163265306122449,0.197,0.51,0.1930175149876572,3.0,127.0,130.0,moyen,frequent,67845,residentiel,4,6,88,2,1,0,1
242.0,2.0,0.1836734693877551,0.2121,0.51,0.1930175149876572,3.0,51.0,54.0,élevé,frequent,90322,residentiel,3,8,38,10,2,0,1
243.0,2.0,0.1836734693877551,0.2121,0.47,0.1578699894204772,4.0,31.0,35.0,moyen,frequent,93310,commercial,3,5,16,10,1,0,0
244.0,2.0,0.1836734693877551,0.2273,0.51,0.1228400141060303,2.0,55.0,57.0,moyen,occasionnel,36901,commercial,3,1,50,5,1,1,0
245.0,2.0,0.1836734693877551,0.2273,0.59,0.1053250264488068,6.0,46.0,52.0,moyen,occasionnel,67296,commercial,4,8,43,1,1,1,0
246.0,2.0,0.1836734693877551,0.2273,0.59,0.1053250264488068,3.0,60.0,63.0,faible,frequent,43087,residentiel,5,9,60,3,0,0,1
247.0,2.0,0.1428571428571428,0.197,0.8,0.1053250264488068,3.0,60.0,47.0,élevé,frequent,25091,commercial,3,4,35,6,2,0,0
248.0,2.0,0.1428571428571428,0.1515,0.86,0.1053250264488068,4.0,72.0,76.0,faible,frequent,41090,commercial,1,6,19,7,0,0,0
249.0,2.0,0.1428571428571428,0.1515,0.86,0.2631950158692841,6.0,130.0,136.0,faible,frequent,58285,commercial,3,1,83,5,0,0,0
250.0,3.0,0.1428571428571428,0.1818,0.93,0.1228400141060303,1.0,94.0,95.0,moyen,occasionnel,59018,commercial,2,5,51,1,1,1,0
251.0,3.0,0.1428571428571428,0.2273,0.93,0.0,0.0,51.0,51.0,élevé,occasionnel,69094,commercial,5,7,34,7,2,1,0
252.0,3.0,0.1428571428571428,0.1515,0.93,0.2280474903021041,0.0,32.0,32.0,élevé,frequent,33819,residentiel,2,8,22,6,2,0,1
253.0,3.0,0.1428571428571428,0.197,0.86,0.1053250264488068,0.0,20.0,20.0,moyen,occasionnel,28849,commercial,4,7,99,4,1,1,0
254.0,3.0,0.1428571428571428,0.1818,0.93,0.1228400141060303,1.0,28.0,29.0,élevé,frequent,41483,residentiel,5,7,25,9,2,0,1
255.0,3.0,0.1428571428571428,0.197,0.93,0.1053250264488068,1.0,18.0,19.0,moyen,frequent,66355,commercial,1,6,95,4,1,0,0
256.0,3.0,0.1428571428571428,0.197,0.86,0.1053250264488068,0.0,7.0,7.0,élevé,frequent,56387,residentiel,3,7,48,8,2,0,1
257.0,2.0,0.1428571428571428,0.1818,0.86,0.1228400141060303,0.0,6.0,6.0,moyen,occasionnel,60849,residentiel,2,7,44,7,1,1,1
258.0,1.0,0.1224489795918367,0.1515,0.86,0.1578699894204772,0.0,1.0,1.0,moyen,frequent,82452,residentiel,2,5,12,1,1,0,1
259.0,1.0,0.1224489795918367,0.1515,0.86,0.1930175149876572,0.0,5.0,5.0,moyen,occasionnel,54955,commercial,2,4,80,4,1,1,0
260.0,1.0,0.1020408163265306,0.1515,0.93,0.1578699894204772,0.0,16.0,16.0,moyen,frequent,51038,commercial,4,10,93,2,1,0,0
261.0,1.0,0.1224489795918367,0.1515,0.93,0.1578699894204772,0.0,54.0,54.0,moyen,occasionnel,28336,commercial,3,8,21,10,1,1,0
262.0,1.0,0.1428571428571428,0.1667,0.59,0.1930175149876572,3.0,125.0,128.0,élevé,occasionnel,29989,residentiel,1,9,61,9,2,1,1
263.0,1.0,0.1428571428571428,0.1364,0.59,0.3860350299753144,3.0,78.0,81.0,élevé,occasionnel,95290,commercial,1,3,100,4,2,1,0
264.0,1.0,0.163265306122449,0.1818,0.55,0.2631950158692841,0.0,39.0,39.0,faible,frequent,51882,commercial,3,3,73,9,0,0,0
265.0,1.0,0.1836734693877551,0.1818,0.51,0.4562125308569413,3.0,39.0,35.0,élevé,occasionnel,68556,residentiel,3,4,65,3,2,1,1
266.0,1.0,0.1836734693877551,0.1515,0.47,0.6842600211590455,3.0,52.0,55.0,moyen,occasionnel,81767,commercial,3,10,40,10,1,1,0
267.0,1.0,0.2040816326530612,0.197,0.44,0.4210650052897614,0.0,49.0,49.0,moyen,frequent,61760,residentiel,1,9,94,8,1,0,1
268.0,1.0,0.1836734693877551,0.1818,0.47,0.3860350299753144,0.0,44.0,44.0,élevé,occasionnel,34685,residentiel,4,4,82,10,2,1,1
269.0,1.0,0.1836734693877551,0.1667,0.47,0.4912425061713882,1.0,48.0,49.0,faible,frequent,71111,commercial,4,9,75,5,0,0,0
270.0,1.0,0.2040816326530612,0.197,0.44,0.3860350299753144,5.0,63.0,68.0,faible,frequent,20404,residentiel,4,8,39,7,0,0,1
271.0,1.0,0.1836734693877551,0.1818,0.47,0.4210650052897614,0.0,139.0,139.0,moyen,frequent,55087,residentiel,2,8,100,1,1,0,1
272.0,1.0,0.1836734693877551,0.1515,0.47,0.6140825202774186,2.0,135.0,137.0,élevé,occasionnel,79289,commercial,1,3,88,3,2,1,0
273.0,1.0,0.163265306122449,0.1515,0.47,0.4912425061713882,1.0,82.0,83.0,faible,occasionnel,85364,residentiel,3,8,49,2,0,1,1
274.0,1.0,0.1428571428571428,0.1364,0.5,0.3860350299753144,2.0,54.0,56.0,faible,frequent,72867,residentiel,2,6,20,3,0,0,1
275.0,1.0,0.1428571428571428,0.1364,0.55,0.3860350299753144,0.0,57.0,57.0,élevé,frequent,26460,commercial,2,10,32,9,2,0,0
276.0,1.0,0.1428571428571428,0.1212,0.55,0.5263900317385682,1.0,32.0,33.0,faible,occasionnel,76838,commercial,3,9,5,2,0,1,0
277.0,1.0,0.1224489795918367,0.1061,0.59,0.4912425061713882,1.0,19.0,20.0,élevé,frequent,57177,residentiel,3,9,89,10,2,0,1
278.0,1.0,0.1224489795918367,0.1212,0.59,0.333372516750911,1.0,6.0,7.0,faible,occasionnel,37014,residentiel,3,7,78,7,0,1,1
279.0,1.0,0.1224489795918367,0.1212,0.5,0.333372516750911,0.0,2.0,2.0,faible,frequent,93110,commercial,3,7,84,7,0,0,0
280.0,1.0,0.1224489795918367,0.1212,0.5,0.4210650052897614,0.0,2.0,2.0,moyen,frequent,78758,commercial,3,1,89,3,1,0,0
281.0,1.0,0.1224489795918367,0.1212,0.5,0.3860350299753144,0.0,3.0,3.0,élevé,frequent,32826,residentiel,4,3,94,9,2,0,1
282.0,1.0,0.1224489795918367,0.1212,0.5,0.298224991183731,0.0,4.0,4.0,moyen,occasionnel,68759,residentiel,4,1,72,1,1,1,1
283.0,1.0,0.1224489795918367,0.1212,0.5,0.3508875044081345,0.0,3.0,3.0,moyen,occasionnel,33476,residentiel,4,2,58,4,1,1,1
284.0,1.0,0.1020408163265306,0.1515,0.54,0.1578699894204772,0.0,28.0,28.0,élevé,frequent,44674,commercial,3,3,57,4,2,0,0
285.0,1.0,0.1020408163265306,0.1515,0.54,0.1578699894204772,0.0,72.0,72.0,moyen,occasionnel,46529,commercial,1,6,54,10,1,1,0
286.0,1.0,0.1224489795918367,0.1364,0.5,0.2280474903021041,5.0,197.0,202.0,faible,occasionnel,86171,residentiel,2,2,68,1,0,1,1
287.0,1.0,0.1224489795918367,0.1212,0.5,0.3860350299753144,2.0,137.0,139.0,faible,occasionnel,68745,residentiel,3,8,4,3,0,1,1
288.0,2.0,0.1428571428571428,0.1364,0.5,0.4210650052897614,2.0,36.0,38.0,élevé,frequent,50999,residentiel,4,6,18,8,2,0,1
289.0,2.0,0.1836734693877551,0.1667,0.44,0.5263900317385682,4.0,33.0,37.0,moyen,frequent,75527,commercial,5,4,56,4,1,0,0
290.0,1.0,0.1836734693877551,0.1667,0.44,0.4912425061713882,3.0,49.0,52.0,faible,frequent,63022,residentiel,4,9,61,6,0,0,1
291.0,1.0,0.2040816326530612,0.197,0.41,0.5263900317385682,2.0,81.0,83.0,moyen,frequent,78527,residentiel,4,1,20,5,1,0,1
292.0,1.0,0.2040816326530612,0.197,0.41,0.4562125308569413,3.0,39.0,42.0,moyen,frequent,22678,commercial,3,10,79,3,1,0,0
293.0,1.0,0.2244897959183673,0.2121,0.38,0.3508875044081345,5.0,55.0,60.0,moyen,occasionnel,99734,commercial,1,8,68,1,1,1,0
294.0,1.0,0.2244897959183673,0.2121,0.38,0.4210650052897614,2.0,55.0,78.0,moyen,occasionnel,98085,residentiel,4,6,33,2,1,1,1
295.0,1.0,0.1836734693877551,0.1818,0.4,0.333372516750911,4.0,158.0,162.0,moyen,occasionnel,25737,residentiel,3,4,78,9,1,1,1
296.0,1.0,0.1836734693877551,0.1818,0.4,0.3860350299753144,3.0,141.0,144.0,faible,occasionnel,98157,residentiel,4,5,47,10,0,1,1
297.0,1.0,0.1428571428571428,0.1515,0.47,0.298224991183731,1.0,98.0,99.0,élevé,occasionnel,74823,residentiel,5,4,47,2,2,1,1
298.0,1.0,0.1428571428571428,0.1515,0.47,0.2631950158692841,0.0,64.0,64.0,faible,occasionnel,78266,residentiel,2,7,18,7,0,1,1
299.0,1.0,0.1224489795918367,0.1212,0.46,0.3508875044081345,0.0,40.0,40.0,faible,frequent,22324,residentiel,4,8,9,9,0,0,1
300.0,1.0,0.1224489795918367,0.1212,0.46,0.3860350299753144,0.0,30.0,30.0,élevé,frequent,71528,commercial,4,3,11,4,2,0,0
301.0,1.0,0.1020408163265306,0.1364,0.5,0.2280474903021041,1.0,14.0,15.0,élevé,frequent,24143,residentiel,4,5,58,7,2,0,1
302.0,1.0,0.1020408163265306,0.1364,0.5,0.2280474903021041,0.0,14.0,14.0,moyen,occasionnel,27714,commercial,5,4,14,1,1,1,0
303.0,1.0,0.0816326530612245,0.1212,0.54,0.1930175149876572,0.0,5.0,5.0,faible,frequent,87606,commercial,1,2,57,10,0,0,0
304.0,1.0,0.0816326530612245,0.1212,0.54,0.1578699894204772,0.0,1.0,1.0,élevé,occasionnel,79116,residentiel,4,7,83,8,2,1,1
305.0,1.0,0.0816326530612245,0.1364,0.54,0.1228400141060303,0.0,1.0,1.0,moyen,occasionnel,97485,commercial,2,7,41,3,1,1,0
306.0,1.0,0.0816326530612245,0.1364,0.54,0.1053250264488068,0.0,8.0,8.0,élevé,occasionnel,63835,commercial,1,7,61,10,2,1,0
307.0,1.0,0.0816326530612245,0.1818,0.54,0.0,0.0,8.0,17.0,moyen,frequent,21432,residentiel,2,3,50,6,1,0,1
308.0,1.0,0.0816326530612245,0.1212,0.74,0.1930175149876572,0.0,70.0,70.0,faible,frequent,40824,commercial,4,6,71,8,0,0,0
309.0,1.0,0.1020408163265306,0.1667,0.68,0.0,2.0,156.0,158.0,élevé,occasionnel,99854,residentiel,5,8,48,5,2,1,1
310.0,1.0,0.1224489795918367,0.1515,0.69,0.1578699894204772,0.0,117.0,117.0,moyen,frequent,31037,residentiel,4,3,84,1,1,0,1
311.0,1.0,0.163265306122449,0.1818,0.55,0.2280474903021041,4.0,40.0,44.0,élevé,occasionnel,99071,commercial,2,8,74,1,2,1,0
312.0,1.0,0.163265306122449,0.1667,0.51,0.333372516750911,6.0,47.0,53.0,faible,occasionnel,32103,residentiel,2,6,34,3,0,1,1
313.0,1.0,0.1836734693877551,0.197,0.44,0.298224991183731,2.0,59.0,61.0,faible,occasionnel,44996,residentiel,2,10,46,10,0,1,1
314.0,1.0,0.2040816326530612,0.197,0.37,0.4562125308569413,4.0,73.0,77.0,moyen,occasionnel,44043,residentiel,5,4,64,10,1,1,1
315.0,1.0,0.2040816326530612,0.2121,0.41,0.333372516750911,5.0,59.0,64.0,élevé,occasionnel,62764,residentiel,5,9,14,1,2,1,1
316.0,1.0,0.2244897959183673,0.2424,0.38,0.1930175149876572,9.0,59.0,68.0,faible,occasionnel,56749,commercial,2,4,80,1,0,1,0
317.0,1.0,0.2040816326530612,0.2424,0.41,0.1228400141060303,3.0,87.0,90.0,faible,occasionnel,25282,commercial,3,10,86,4,0,1,0
318.0,1.0,0.2040816326530612,0.2273,0.41,0.1930175149876572,4.0,155.0,159.0,élevé,occasionnel,22862,residentiel,2,4,19,9,2,1,1
319.0,1.0,0.1836734693877551,0.2576,0.47,0.0,5.0,134.0,139.0,élevé,occasionnel,65905,residentiel,5,3,51,9,2,1,1
319.0,1.0,0.1428571428571428,0.197,0.59,0.1053250264488068,3.0,134.0,92.0,élevé,occasionnel,57119,residentiel,3,2,46,3,2,1,1
321.0,1.0,0.163265306122449,0.2424,0.59,0.0,0.0,68.0,68.0,faible,occasionnel,31681,commercial,5,8,17,8,0,1,0
322.0,1.0,0.1428571428571428,0.2273,0.69,0.0,4.0,48.0,52.0,faible,occasionnel,21058,commercial,3,7,89,7,0,1,0
323.0,2.0,0.1428571428571428,0.2273,0.69,0.0,2.0,34.0,36.0,faible,frequent,43898,residentiel,2,2,14,2,0,0,1
324.0,2.0,0.163265306122449,0.2424,0.55,0.0,1.0,26.0,36.0,faible,occasionnel,60437,residentiel,2,1,9,4,0,1,1
325.0,1.0,0.163265306122449,0.2424,0.55,0.0,1.0,25.0,28.0,moyen,frequent,93213,commercial,2,6,32,6,1,0,0
326.0,2.0,0.1428571428571428,0.197,0.59,0.1053250264488068,2.0,18.0,20.0,moyen,frequent,24071,residentiel,3,1,55,10,1,0,1
327.0,2.0,0.1428571428571428,0.197,0.59,0.1053250264488068,0.0,12.0,12.0,moyen,occasionnel,68067,commercial,4,1,42,5,1,1,0
328.0,2.0,0.1428571428571428,0.2273,0.59,0.0,1.0,7.0,8.0,moyen,occasionnel,41296,residentiel,2,3,65,3,1,1,1
329.0,2.0,0.1428571428571428,0.2273,0.59,0.0,0.0,5.0,5.0,moyen,frequent,98765,residentiel,1,1,43,4,1,0,1
330.0,1.0,0.1428571428571428,0.2273,0.59,0.0,0.0,1.0,1.0,moyen,frequent,68630,commercial,1,5,36,3,1,0,0
331.0,1.0,0.1224489795918367,0.1667,0.63,0.1228400141060303,1.0,2.0,3.0,faible,occasionnel,98404,residentiel,5,5,67,3,0,1,1
332.0,1.0,0.1224489795918367,0.2121,0.63,0.0,1.0,9.0,10.0,élevé,occasionnel,97757,commercial,2,7,96,8,2,1,0
333.0,1.0,0.1224489795918367,0.1515,0.63,0.1578699894204772,1.0,22.0,23.0,moyen,occasionnel,51759,commercial,2,9,81,10,1,1,0
334.0,1.0,0.1428571428571428,0.1818,0.64,0.1578699894204772,2.0,31.0,33.0,moyen,frequent,90000,commercial,4,9,82,10,1,0,0
335.0,1.0,0.163265306122449,0.197,0.59,0.1930175149876572,2.0,57.0,59.0,faible,frequent,96148,commercial,5,3,67,3,0,0,0
336.0,1.0,0.1836734693877551,0.197,0.55,0.2631950158692841,18.0,54.0,72.0,élevé,occasionnel,71669,commercial,1,2,11,10,2,1,0
337.0,1.0,0.2244897959183673,0.2273,0.48,0.2631950158692841,15.0,74.0,89.0,moyen,occasionnel,37074,residentiel,1,10,87,8,1,1,1
338.0,1.0,0.2653061224489796,0.2576,0.38,0.3508875044081345,21.0,80.0,101.0,élevé,occasionnel,41297,residentiel,5,7,71,7,2,1,1
339.0,1.0,0.2857142857142857,0.2879,0.39,0.333372516750911,26.0,92.0,118.0,élevé,frequent,66868,residentiel,3,10,74,7,2,0,1
340.0,2.0,0.3061224489795918,0.3182,0.36,0.2280474903021041,21.0,108.0,118.0,élevé,occasionnel,23132,residentiel,1,3,50,10,2,1,1
341.0,2.0,0.326530612244898,0.3333,0.34,0.2280474903021041,33.0,95.0,128.0,élevé,occasionnel,39858,commercial,4,4,58,1,2,1,0
342.0,2.0,0.3061224489795918,0.303,0.36,0.333372516750911,29.0,54.0,83.0,moyen,occasionnel,28959,residentiel,2,3,76,7,1,1,1
343.0,2.0,0.2857142857142857,0.2879,0.45,0.298224991183731,15.0,69.0,84.0,élevé,occasionnel,82600,residentiel,1,6,99,5,2,1,1
344.0,2.0,0.3061224489795918,0.303,0.39,0.298224991183731,14.0,60.0,74.0,faible,frequent,30153,residentiel,5,4,56,8,0,0,1
345.0,2.0,0.3061224489795918,0.303,0.39,0.298224991183731,6.0,35.0,41.0,faible,occasionnel,22781,commercial,4,9,62,1,0,1,0
346.0,2.0,0.3061224489795918,0.303,0.39,0.2631950158692841,6.0,51.0,57.0,faible,frequent,63628,commercial,2,1,88,1,0,0,0
347.0,2.0,0.2857142857142857,0.3182,0.39,0.1228400141060303,0.0,26.0,26.0,faible,occasionnel,98224,commercial,3,1,8,10,0,1,0
348.0,1.0,0.2857142857142857,0.2879,0.45,0.333372516750911,5.0,39.0,44.0,élevé,occasionnel,50518,residentiel,2,3,82,1,2,1,1
349.0,1.0,0.2448979591836735,0.303,0.56,0.0,6.0,33.0,39.0,faible,occasionnel,94748,commercial,2,1,77,3,0,1,0
350.0,1.0,0.2448979591836735,0.2727,0.56,0.1578699894204772,4.0,19.0,23.0,élevé,frequent,77179,commercial,5,6,76,6,2,0,0
351.0,1.0,0.2448979591836735,0.2879,0.56,0.1053250264488068,3.0,13.0,16.0,élevé,frequent,53095,commercial,1,6,4,6,2,0,0
352.0,1.0,0.2040816326530612,0.2727,0.69,0.0,9.0,6.0,15.0,faible,occasionnel,91175,commercial,3,10,53,3,0,1,0
353.0,1.0,0.2448979591836735,0.2576,0.56,0.1930175149876572,0.0,1.0,1.0,faible,occasionnel,20339,commercial,2,2,12,5,0,1,0
354.0,2.0,0.2448979591836735,0.2576,0.56,0.1930175149876572,1.0,1.0,2.0,faible,frequent,80517,commercial,1,6,65,10,0,0,0
355.0,2.0,0.2448979591836735,0.2576,0.56,0.1930175149876572,0.0,1.0,1.0,moyen,frequent,57860,residentiel,1,5,47,4,1,0,1
356.0,2.0,0.2244897959183673,0.2121,0.56,0.3508875044081345,0.0,3.0,3.0,moyen,occasionnel,76679,residentiel,5,7,5,3,1,1,1
357.0,1.0,0.2040816326530612,0.2121,0.55,0.333372516750911,0.0,18.0,18.0,faible,occasionnel,53845,residentiel,2,4,3,6,0,1,1
358.0,1.0,0.2040816326530612,0.2121,0.51,0.298224991183731,3.0,29.0,32.0,élevé,frequent,60182,residentiel,1,8,85,3,2,0,1
359.0,1.0,0.2040816326530612,0.2121,0.51,0.333372516750911,8.0,71.0,79.0,élevé,frequent,62843,commercial,4,6,69,4,2,0,0
360.0,1.0,0.2244897959183673,0.2273,0.44,0.298224991183731,23.0,70.0,93.0,élevé,frequent,45550,commercial,3,6,42,2,2,0,0
361.0,1.0,0.2244897959183673,0.2121,0.41,0.333372516750911,29.0,75.0,104.0,faible,frequent,74495,commercial,1,3,14,10,0,0,0
362.0,1.0,0.2448979591836735,0.2273,0.35,0.3508875044081345,23.0,75.0,118.0,moyen,frequent,34021,commercial,4,7,92,4,1,0,0
